PLZ;ORTSCHAFTS;STRASSENNA;HAUSNUMMER;GEOMX;GEOMY
8048;Zürich;Luggwegstrasse;65;8.490355446;47.3853462
8048;Zürich;Furkastrasse;7b;8.489440629;47.38634244
8048;Zürich;Furkastrasse;7;8.489604705;47.3862834
8048;Zürich;Furkastrasse;8;8.489647186;47.38654894
8048;Zürich;Badenerstrasse;631;8.490106406;47.38693487
8048;Zürich;Calandastrasse;3;8.489998081;47.38765075
8048;Zürich;Baslerstrasse;129;8.489541622;47.38863486
8048;Zürich;Hohlstrasse;558;8.490376418;47.39107912
8048;Zürich;Vulkanplatz;22;8.490204904;47.39203389
8048;Zürich;Aargauerstrasse;244;8.4901858;47.39293519
8048;Zürich;Aargauerstrasse;240;8.49046732;47.39283031
8048;Zürich;Geerenweg;14;8.490622081;47.3931754
8064;Zürich;Meierwiesenstrasse;62;8.490328957;47.39477905
8064;Zürich;Tüffenwies;28i;8.490400361;47.39749782
8064;Zürich;Tüffenwies;28k;8.49056545;47.39746555
8049;Zürich;Winzerstrasse;55;8.489888755;47.4010213
8049;Zürich;Winzerstrasse;49;8.490325368;47.4011596
8049;Zürich;Winzerstrasse;53a;8.490121659;47.40128298
8049;Zürich;Winzerstrasse;60a;8.490185882;47.40193317
8049;Zürich;Vorhaldenstrasse;43;8.490867936;47.40146385
8049;Zürich;Talchernstrasse;3;8.489839593;47.40261073
8049;Zürich;Bombachsteig;8;8.490296084;47.40360569
8049;Zürich;Lachenacker;2a;8.490643106;47.40550269
8049;Zürich;Lachenacker;14;8.490320621;47.4060842
8049;Zürich;Riedhofstrasse;90;8.491028386;47.40571324
8049;Zürich;Lachenacker;21;8.489865987;47.40657432
8049;Zürich;Lachenacker;18;8.490255849;47.40649187
8049;Zürich;Regensdorferstrasse;79;8.490590932;47.40667161
8049;Zürich;Segantinistrasse;215;8.49014522;47.40758365
8049;Zürich;Segantinistrasse;192b;8.490038851;47.4085538
8049;Zürich;Segantinistrasse;186;8.491066316;47.40824953
8049;Zürich;Kappenbühlstrasse;155;8.49083426;47.41136307
8047;Zürich;Rossackerstrasse;47;8.490651323;47.36818074
8047;Zürich;Rossackerstrasse;32;8.491499379;47.36817926
8047;Zürich;Triemlistrasse;114;8.490388806;47.36926843
8047;Zürich;Triemlistrasse;122;8.490732001;47.36888751
8047;Zürich;Triemlistrasse;132a;8.491543611;47.36914108
8047;Zürich;Triemlistrasse;110;8.490394739;47.36958925
8047;Zürich;In der Ey;78;8.491421334;47.3700005
8047;Zürich;In der Ey;41;8.491335372;47.37276481
8047;Zürich;Langgrütstrasse;161;8.490588848;47.37421985
8047;Zürich;Langgrütstrasse;159;8.490835145;47.37382684
8047;Zürich;Langgrütstrasse;160;8.4912407;47.37442461
8047;Zürich;Fellenbergstrasse;285a;8.4907914;47.37493331
8047;Zürich;Fellenbergstrasse;277a;8.491360199;47.37498407
8047;Zürich;Liebensteinstrasse;6b;8.490728363;47.37587226
8047;Zürich;Liebensteinstrasse;6a;8.490749174;47.375823
8047;Zürich;Fellenbergstrasse;286;8.490790298;47.37541688
8047;Zürich;Albisriederstrasse;291;8.49071188;47.37672785
8047;Zürich;Grütstrasse;26;8.491418972;47.37685825
8047;Zürich;Albisriederstrasse;276;8.491723951;47.3776248
8047;Zürich;Hädrichstrasse;7a;8.491176051;47.37812349
8047;Zürich;Freilagerstrasse;19;8.49162373;47.37869586
8047;Zürich;Rautistrasse;33;8.49167535;47.38092117
8048;Zürich;Luggwegstrasse;67c;8.491706831;47.38224637
8048;Zürich;Luggwegstrasse;81;8.490621703;47.38396829
8048;Zürich;Badenerstrasse;627;8.491796531;47.38616909
8048;Zürich;Baslerstrasse;116;8.491496667;47.38823498
8048;Zürich;Baslerstrasse;114a;8.491916413;47.38807252
8048;Zürich;Luggwegstrasse;10;8.491045817;47.38909555
8048;Zürich;Luggwegstrasse;10;8.491066459;47.38912064
8048;Zürich;Hohlstrasse;543;8.491049921;47.39002432
8048;Zürich;Vulkanplatz;10;8.491662901;47.39153585
8048;Zürich;Vulkanplatz;3;8.491439404;47.39196975
8048;Zürich;Geerenweg;16;8.490975823;47.3928775
8048;Zürich;Geerenweg;10;8.491125161;47.39313297
8048;Zürich;Aargauerstrasse;210;8.491262903;47.39264376
8048;Zürich;Geerenweg;13;8.491549435;47.39300389
8064;Zürich;Meierwiesenstrasse;58;8.490958045;47.39511632
8064;Zürich;Tüffenwies;17;8.491269275;47.39666434
8064;Zürich;Tüffenwies;26;8.49206395;47.39735642
8064;Zürich;Tüffenwies;22;8.492049533;47.3978695
8049;Zürich;Winzerhalde;20a;8.491784581;47.4001408
8049;Zürich;Winzerhalde;26;8.492095015;47.4002904
8049;Zürich;Winzerhalde;18;8.49215672;47.39995515
8049;Zürich;Winzerstrasse;35;8.491338247;47.40082577
